Number,Description,Short description,Close notes,Full description,group_id,root_cause
INC1643785,As per ticket no# it has been resolved. But concern ADS unable to sponsor till date. Need an immediate response on it. It's urgentPlease refer this : .,Business: Sponsor: Sponsor Capable.,Blocks has been removed please ask user to try now.,As per ticket no# it has been resolved. But concern ADS unable to sponsor till date. Need an immediate response on it. It's urgentPlease refer this : .-Business: Sponsor: Sponsor Capable.,31,Miscellaneous/Uncategorized
INC1641970,"Concern ADS completed the ASC successfully, but he is unable to sponsor any more. Please do the needful.",Business: Sponsor: Sponsor Capable.,"Hi

User is able to sponsor, kindly check.

Regards","Concern ADS completed the ASC successfully, but he is unable to sponsor any more. Please do the needful.-Business: Sponsor: Sponsor Capable.",31,Miscellaneous/Uncategorized
INC1694181,"Unable to sponsor , please check & resolveERROR message : This user is not authorized for sponsorship.",Business: Sponsor: Sponsor Capable.,"Blocks has been removed for the user.
Please ask user to try now.","Unable to sponsor , please check & resolveERROR message : This user is not authorized for sponsorship.-Business: Sponsor: Sponsor Capable.",31,Miscellaneous/Uncategorized
INC1679278,has submitted the CMA documents in store.Please make him sponsor capable.,Business : Segmentation : Make ABO PC Sponsor Capable.,"AS checked the sponsor block has been removed user  is able to sponsor please verify the same.
",has submitted the CMA documents in store.Please make him sponsor capable.-Business : Segmentation : Make ABO PC Sponsor Capable.,31,Miscellaneous/Uncategorized
INC1647852,"Customer called and stated that they are not able to sponsor PC as they are getting the pop up, This user is not authorized for sponsorship, kindly please check and resolve the issue at the earliest.",Business : Segmentation : Make ABO PC Sponsor Capable.,"Hi Team,
 is able to sponsor now.
Please ask the user to try again,
Please feel free to raise new incident in case of any issue.","Customer called and stated that they are not able to sponsor PC as they are getting the pop up, This user is not authorized for sponsorship, kindly please check and resolve the issue at the earliest.-Business : Segmentation : Make ABO PC Sponsor Capable.",31,Miscellaneous/Uncategorized
INC1689744,"Customer called and stated that they are not able to PC Sponsor as they are getting a pop up that this user is not authorize for Sponsor, kindly check and solve this issue.",Business : Segmentation : Make ABO PC Sponsor Capable.,"Account Synced, please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist, please let us know with error screenshot.","Customer called and stated that they are not able to PC Sponsor as they are getting a pop up that this user is not authorize for Sponsor, kindly check and solve this issue.-Business : Segmentation : Make ABO PC Sponsor Capable.",31,Core Application Functionality Issues
INC1698961,"Dear Team,  The ADSP is unable to sponsor anybody, getting the below attached error.As per the BOSS screen, no sponsoring blocking ares showing for this ADSP.",Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.,The issue has been resolved. The block deletion has been done. Please check.,"Dear Team,  The ADSP is unable to sponsor anybody, getting the below attached error.As per the BOSS screen, no sponsoring blocking ares showing for this ADSP.-Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.",31,Core Application Functionality Issues
INC1689726,The ADSP unable to sponsor.,Business: Sponsor: Sponsor Capable.,"Account Synced, please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist, please let us know with error screenshot.",The ADSP unable to sponsor.-Business: Sponsor: Sponsor Capable.,31,Core Application Functionality Issues
INC1660792,"ADSP is unable to sponsor, please find the error screenshot.............",Business: Sponsor: Sponsor Capable.,"Account Synced,Please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screenshot.","ADSP is unable to sponsor, please find the error screenshot.............-Business: Sponsor: Sponsor Capable.",31,Core Application Functionality Issues
INC1676804,"Dear Team, As per record,  status should be PC, however it is showing as ADSP. Kindly check and update.",Business : Segmentation : ABO Sponsor Capable Inquiry.,"Hi

Please be informed that blocks have now been deleted and the user is able to sponsor

Regards","Dear Team, As per record,  status should be PC, however it is showing as ADSP. Kindly check and update.-Business : Segmentation : ABO Sponsor Capable Inquiry.",31,Product & Service Specific Defects
INC1694261,"Hi Team,The user is not able sponsor.please find the attached data.",Business: Sponsor: Sponsor Capable.,"Account Synced ,Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screen shot.","Hi Team,The user is not able sponsor.please find the attached data.-Business: Sponsor: Sponsor Capable.",31,Core Application Functionality Issues
INC1702280,unable to sponsor PC as the status in Website reflecting as Not Eligible.. Where in the BOSS  status is ADR.,Business : Segmentation : Make ABO PC Sponsor Capable.,"Profile has been synced, please ask suer to try now.
Earlier the Business Nature was Member in account table whereas ADR in Party Table.",unable to sponsor PC as the status in Website reflecting as Not Eligible.. Where in the BOSS  status is ADR.-Business : Segmentation : Make ABO PC Sponsor Capable.,31,User Authentication & Authorization Issues
INC1658658,Customer unable to do sponsoring due to an error. Please do the needful.,Business: Sponsor: Sponsor Capable.,"Profile has been synced, please ask user to try now.",Customer unable to do sponsoring due to an error. Please do the needful.-Business: Sponsor: Sponsor Capable.,31,Core Application Functionality Issues
INC1653496,"Hi Team, Tried our luck now but unable to register. Attaching screenshot.. Tried both in Desktop & MOB too.. Same issue.",Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.,"As we checked ABO is able to sponsor. Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screen shot.","Hi Team, Tried our luck now but unable to register. Attaching screenshot.. Tried both in Desktop & MOB too.. Same issue.-Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.",31,Core Application Functionality Issues
INC1702275,ADSP is unable to Sponsor please find the error message,Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.,"Blocks removed now, please try again to sponsor.",ADSP is unable to Sponsor please find the error message-Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.,31,Core Application Functionality Issues
INC1645275,"INCN  [DO NOT DELETE THIS LINE] Customer called and stated that they are not able to sponsor PC as they are getting a pop up This user is not authorized to sponsorship, kindly please check and do the needful as soon as possible.",Business : Segmentation : Make ABO PC Sponsor Capable.,"Account Synced,Please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screenshot","INCN  [DO NOT DELETE THIS LINE] Customer called and stated that they are not able to sponsor PC as they are getting a pop up This user is not authorized to sponsorship, kindly please check and do the needful as soon as possible.-Business : Segmentation : Make ABO PC Sponsor Capable.",31,Core Application Functionality Issues
INC1681836,have cma documents submitted at skol adc make him sponsor capable.,Business : Segmentation : Make ABO PC Sponsor Capable.,Please ask user to try again as sync has done.,have cma documents submitted at skol adc make him sponsor capable.-Business : Segmentation : Make ABO PC Sponsor Capable.,31,Data Integrity & Synchronization Errors
INC1652292,ADSP completed ASC criteria but unable to sponsor. Request you to check and make ADSP sponsor capable.,Business: Sponsor: Sponsor Capable.,Sponsor block has been removed now please ask user to try again.,ADSP completed ASC criteria but unable to sponsor. Request you to check and make ADSP sponsor capable.-Business: Sponsor: Sponsor Capable.,31,Product & Service Specific Defects
INC1658456,ABO not able to sponsor customer .Please look into this.Screenshot attached.,Business: Sponsor: Sponsor Capable.,"Profile has been synced, please ask user to try now.",ABO not able to sponsor customer .Please look into this.Screenshot attached.-Business: Sponsor: Sponsor Capable.,31,Miscellaneous/Uncategorized
INC1701763,"Dear Team,  The ADSP is unable to sponsor anybody under them. Getting the below attached error.",Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.,"Profile has been synced, please ask user to try now.","Dear Team,  The ADSP is unable to sponsor anybody under them. Getting the below attached error.-Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.",31,Core Application Functionality Issues
INC1650385,"Dear Team,  There is no issue with the PC sponsoring now. But the is still not able to sponsor any ADSPs. Please refer this : .",Business: Sponsor: Sponsor Capable.,Block has been removed please ask user to try again.,"Dear Team,  There is no issue with the PC sponsoring now. But the is still not able to sponsor any ADSPs. Please refer this : .-Business: Sponsor: Sponsor Capable.",31,Miscellaneous/Uncategorized
INC1663373,ADSP try to registered ADSP under her but attached error showing.Kindly look into this matter and resolve it.,Business: Sponsor: Sponsor Capable.,"Account Synced,Please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screenshot.",ADSP try to registered ADSP under her but attached error showing.Kindly look into this matter and resolve it.-Business: Sponsor: Sponsor Capable.,31,Core Application Functionality Issues
INC1703895,Make ABO PC Sponsor Capable ADSP is sponsor incapable  But in Boss its showing Sponsor Capable   Please check and arrange so that ADSP can sponsor,Business : Segmentation : Make ABO PC Sponsor Capable.,"Earlier Business nature was Member in Account table whereas ADR in Party table.
Profile has been synced, please ask user to try now.",Make ABO PC Sponsor Capable ADSP is sponsor incapable  But in Boss its showing Sponsor Capable   Please check and arrange so that ADSP can sponsor-Business : Segmentation : Make ABO PC Sponsor Capable.,31,Product & Service Specific Defects
INC1668477,As per conversation with adsp not able to sponsor ADR this problem is still pending kindly find the screenshot.,Business: Sponsor: Sponsor Capable.,"Account Synced,Please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screenshot.
",As per conversation with adsp not able to sponsor ADR this problem is still pending kindly find the screenshot.-Business: Sponsor: Sponsor Capable.,31,Core Application Functionality Issues
INC1680445,ADSP trying to sponsor customer is getting message as ' The user is not authorized  to sponsorship,Business: Sponsor: Sponsor Capable.,"Blocks removed now, please ask user to try now,
It was due to MDMS block placed on 16/09/2023",ADSP trying to sponsor customer is getting message as ' The user is not authorized  to sponsorship-Business: Sponsor: Sponsor Capable.,31,Product & Service Specific Defects
INC1678477,"Customer called and stated they are not able to sponsor to the ADSP as they are getting a pop up that unexpected error from past one month, as they have changed the device and tried but still, they are facing the same issue. kindly please check and help as soon as possible.",Business : Segmentation : Make ABO PC Sponsor Capable.,"Account Synced,Please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screenshot.","Customer called and stated they are not able to sponsor to the ADSP as they are getting a pop up that unexpected error from past one month, as they have changed the device and tried but still, they are facing the same issue. kindly please check and help as soon as possible.-Business : Segmentation : Make ABO PC Sponsor Capable.",31,Core Application Functionality Issues
INC1702500,ADSP not able to sponsor new PC. Pls. do the sponsor capable.Pls. find the screen shot shared by ADSP.,Business: Sponsor: Sponsor Capable.,"Earlier Business nature was Member in Account table whereas ADR in Party table.
Profile has been synced, please ask user to try now.",ADSP not able to sponsor new PC. Pls. do the sponsor capable.Pls. find the screen shot shared by ADSP.-Business: Sponsor: Sponsor Capable.,31,Product & Service Specific Defects
INC1650379,The ADSP is still unable to sponsor. Please find the attached details.Please refer this : .,Business: Sponsor: Sponsor Capable.,Block has been removed please ask user to now try again.,The ADSP is still unable to sponsor. Please find the attached details.Please refer this : .-Business: Sponsor: Sponsor Capable.,31,Product & Service Specific Defects
INC1651540,"Hi Team, ADSP complained that he is not able to sponsor ADSPs/PCs under him. System throws an error "" Unexpected error occurred"". Kindly check and support.",Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.,"As checked user is able to sponsor, please ask user to try again.","Hi Team, ADSP complained that he is not able to sponsor ADSPs/PCs under him. System throws an error "" Unexpected error occurred"". Kindly check and support.-Business : ABO/PC/ADR Registration : ABOABO Sponsor capable Enquiry.",31,Core Application Functionality Issues
INC1650187,Urgent. Please resolve a.s.a.p.  We need to update product price. Thank you.  (UAT2 works well. no issue),Unable to search SKU number,"We are able to search reported SKU in backoffice.
expand the search bar and search the SKU in 'article number' field.

Caller confirmed to close the incident.",Urgent. Please resolve a.s.a.p.  We need to update product price. Thank you.  (UAT2 works well. no issue)-Unable to search SKU number,32,Product & Service Specific Defects
INC1676476,"ISSUE :  APC would like to know why there is a message "" You have successfully enrolled to APC membership Free Renewal Promotion and your APCship will be auto-renewed during grace renewal period ( month before expired month). Please do not proceed any manual/self-membership renewal.""  DETAILS :   YONG YOKE HUIAmway ID : PW : Amway5153ATTACHED FILE : Kindly refer to attached message for your references.",APC renewal inq,"Gujeong and business team has updated the end date for the PRM APR1665_renewal to Oct 2024.
lynxMSBFreeRenewalJob_MY cronjob has picked the user for free renewal successfully. ","ISSUE :  APC would like to know why there is a message "" You have successfully enrolled to APC membership Free Renewal Promotion and your APCship will be auto-renewed during grace renewal period ( month before expired month). Please do not proceed any manual/self-membership renewal.""  DETAILS :   YONG YOKE HUIAmway ID : PW : Amway5153ATTACHED FILE : Kindly refer to attached message for your references.-APC renewal inq",33,Order Management Issues
INC1668863,"+  +  : Abo can buy PRM discount gift item (293643KM Artistry eye care machine % off) as normal item inside order==> pls help to check for this issuePRM code:APR3545_PHASE1_123784_123796KM_FIREAPR3545_PHASE1_123784_123796KM_POPUPAPR3545_PHASE2_123784_123796KM_FIREAPR3545_PHASE2_123784_123796KM_POPUPAPR3545_PHASE3_123784_123796KM_FIREAPR3545_PHASE3_123784_123796KM_POPUPBuy Artistry Renewing Eyecream, BUY Eye Care Machine % OFFBuy Artistry Hydrating Eyecream, BUY Eye Care Machine % OFF",Abo can buy PRM discount gift item (293643KM Artistry eye care machine % off) as normal item inside order,"
We checked and found that the item added in the cart is through premium item price that is 50% discount.
WE checked in the logs and found that is added through the premiumitem(attached logs)
However, the promotion result is not captured in the order.
These orders and their cart is created during the release of october and we suspect this reason is for the issue.
For users, we request you to kindly ask for return and handle manually.

For now, we would like to mark the Incident as resolved","+  +  : Abo can buy PRM discount gift item (293643KM Artistry eye care machine % off) as normal item inside order==> pls help to check for this issuePRM code:APR3545_PHASE1_123784_123796KM_FIREAPR3545_PHASE1_123784_123796KM_POPUPAPR3545_PHASE2_123784_123796KM_FIREAPR3545_PHASE2_123784_123796KM_POPUPAPR3545_PHASE3_123784_123796KM_FIREAPR3545_PHASE3_123784_123796KM_POPUPBuy Artistry Renewing Eyecream, BUY Eye Care Machine % OFFBuy Artistry Hydrating Eyecream, BUY Eye Care Machine % OFF-Abo can buy PRM discount gift item (293643KM Artistry eye care machine % off) as normal item inside order",34,Order Management Issues
INC1660649,"received a request from ADSP regarding change of mob # no. due to sim block her mob no  is not working, now adsp wants to update the new mob #",Business : Information Change : Mobile Number/Email ID.,"The number  requested by user is already linked with the user .
PFA screenshot for your reference.
Plese ask user to provide an unique number with new ticket or try with RESET ID.","received a request from ADSP regarding change of mob # no. due to sim block her mob no  is not working, now adsp wants to update the new mob #-Business : Information Change : Mobile Number/Email ID.",35,Product & Service Specific Defects
INC1663697,"Hi Team,  Primary Applicant ID Card is not updated in the website. Request you to check and do the needful.",Business : Information Change : ID Cards Issue.,Please find the attached digital id card.,"Hi Team,  Primary Applicant ID Card is not updated in the website. Request you to check and do the needful.-Business : Information Change : ID Cards Issue.",35,Information & Documentation Gaps
INC1665835,"Hi Team, Kindly share the Amway ID Card of below mentioned ADSP as on urgent basis.",Business : Information Change : ID Cards Issue.,Please find the attached digital ID card for the user.,"Hi Team, Kindly share the Amway ID Card of below mentioned ADSP as on urgent basis.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1653758,wrong expiry showing in ID card. kindly update id card with correct expiry,Business : Information Change : ID Cards Issue.,As checked digital card with expiry 31-12-2023 is already been uploaded for the user on website.,wrong expiry showing in ID card. kindly update id card with correct expiry-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1663367,ADSP is not getting her E card in website.  She is getting only Co-applicant Ecard on documents section.,Business : Information Change : ID Cards Issue.,"digital card attached for primary applicant, soon will be visible on web",ADSP is not getting her E card in website.  She is getting only Co-applicant Ecard on documents section.-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
INC1653625,Wrong expiry is showing in ID card provided. kindly provide card with correct expiry.,Business : Information Change : ID Cards Issue.,Updated Digi Card has been uploaded. Kindly ask user to verify.,Wrong expiry is showing in ID card provided. kindly provide card with correct expiry.-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1664562,"Hi Team, The Primary Applicant ID card is not available on the website. Kindly share the same and upload it on the website in the respective ADSP's web account.",Business : Information Change : ID Cards Issue.,Card uploaded ,"Hi Team, The Primary Applicant ID card is not available on the website. Kindly share the same and upload it on the website in the respective ADSP's web account.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1674411,Please upload the Current Primary applicant ID card. It is required for FSSAI.,Business : Information Change : ID Cards Issue.,PFA digital card for the user same has been uploaded on website too.,Please upload the Current Primary applicant ID card. It is required for FSSAI.-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
INC1645644,"Dear Team, Please assist in sharing the digital ID card and upload the same in the ADSP profile.",Business : Information Change : ID Cards Issue.,"Digital card has been uploaded on website, please ask user to verify now.","Dear Team, Please assist in sharing the digital ID card and upload the same in the ADSP profile.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1699735,"Customer called and stated that in customer account customer is not receiving customer name id card, co applicant is card is visible there in the document, kindly check and help.",Business : Information Change : ID Cards Issue.,Please find the attached Id card also uploaded in boss.,"Customer called and stated that in customer account customer is not receiving customer name id card, co applicant is card is visible there in the document, kindly check and help.-Business : Information Change : ID Cards Issue.",35,User Authentication & Authorization Issues
INC1653479,"Hi Team, Please remove mobile number/email id  from below ADSP account, the number and email id belongs to someone else who is not associated with amway.",Business : Information Change : Mobile Number/Email ID.,"they are logging using the number , this cannot be changed as if they can login they have the OTP coming on that number , coordinate with the ABO ","Hi Team, Please remove mobile number/email id  from below ADSP account, the number and email id belongs to someone else who is not associated with amway.-Business : Information Change : Mobile Number/Email ID.",35,Product & Service Specific Defects
INC1641915,Some random number reflecting as contact number. Pls make the changes and update the mobile number-  on urgent basis since customer want to upload FSSAI details in site. Unable to reset login id since his DOB year is  which isn't available to select.,Business : Information Change : Mobile Number/Email ID.,"Number has been updated as per the request, please ask user to try now using FORGET PASSOWORD.
If issue still persists feel free to raise anew ticket with error screenshot.",Some random number reflecting as contact number. Pls make the changes and update the mobile number-  on urgent basis since customer want to upload FSSAI details in site. Unable to reset login id since his DOB year is  which isn't available to select.-Business : Information Change : Mobile Number/Email ID.,35,Core Application Functionality Issues
INC1653486,"Dear Team,  Kindly provide the digital ID card in the name of the Primary applicant as on the website the ID care is available in the name of the co-applicant, and ADSP is requesting to provide the ID card in the name of the Primary applicant.",Business : Information Change : ID Cards Issue.,Please find the attached digital card for TRIDIP KUMAR PAUL.,"Dear Team,  Kindly provide the digital ID card in the name of the Primary applicant as on the website the ID care is available in the name of the co-applicant, and ADSP is requesting to provide the ID card in the name of the Primary applicant.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1670927,Please update the mobile number of PC as he is unable to login in website,Business : Information Change : Mobile Number/Email ID.,The given mobile number is already linked with another account please find the attached screenshot.,Please update the mobile number of PC as he is unable to login in website-Business : Information Change : Mobile Number/Email ID.,35,User Authentication & Authorization Issues
INC1674413,Only Co-applicant digital ID card available in the Amway Website. Please upload Primary applicant ID card in the Website as  FSSAI authority is asking for Digital ID card,Business : Information Change : ID Cards Issue.,PFA digital card for the user same has been uploaded on website too.,Only Co-applicant digital ID card available in the Amway Website. Please upload Primary applicant ID card in the Website as  FSSAI authority is asking for Digital ID card-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
INC1675996,"Dear Team, Kindly check and confirm, why has received Trade Discount related email.",Business : Information Change : Mobile Number/Email ID,"PLease ignore the mail, it was triggered due to some technical glitch","Dear Team, Kindly check and confirm, why has received Trade Discount related email.-Business : Information Change : Mobile Number/Email ID",35,Information & Documentation Gaps
INC1701731,"customer called and stated that when they are trying to download the id card, the id card is coming in the name of co-applicant, but the main applicants' details are not reflecting. kindly check and help out with the resolution as soon as possible.",Business : Information Change : ID Cards Issue.,"PFA digital card for your reference.
Also same is reflecting over website too for main as well as co-applicant.","customer called and stated that when they are trying to download the id card, the id card is coming in the name of co-applicant, but the main applicants' details are not reflecting. kindly check and help out with the resolution as soon as possible.-Business : Information Change : ID Cards Issue.",35,Information & Documentation Gaps
INC1647861,Kindly share the Digital E Card with updated validity. The existing one has validity up to ..  Message Please provide Latest Digital E Card with updated validity. The existing one has validity up to ..,Business : Information Change : ID Cards Issue.,Updated Digi Card has been uploaded. Kindly ask user to verify.,Kindly share the Digital E Card with updated validity. The existing one has validity up to ..  Message Please provide Latest Digital E Card with updated validity. The existing one has validity up to ..-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1668826,In adsp profile only co-applicant digital id card is showing but main applicant(sunanda das) digital id card is not showing. please provide the digital id card of main applicant urgently because she need to upload the id card in fassi revert section.,Business : Information Change : ID Cards Issue.,Please find the attached digital Id Card.,In adsp profile only co-applicant digital id card is showing but main applicant(sunanda das) digital id card is not showing. please provide the digital id card of main applicant urgently because she need to upload the id card in fassi revert section.-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
INC1660699,Hi Team the Main applicant ID card is not uploaded on the website. Please check & share the same,Business : Information Change : ID Cards Issue.,Please find the attached Digital ID card.,Hi Team the Main applicant ID card is not uploaded on the website. Please check & share the same-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1645495,"Hi Team,Please issue ID DIGITAL card .",Business : Information Change : ID Cards Issue.,"Digital card has been uploaded, kindly verify.","Hi Team,Please issue ID DIGITAL card .-Business : Information Change : ID Cards Issue.",35,Information & Documentation Gaps
INC1649451,"Hi Team, ADSP complained that the incorrect name is reflected in the Digital ID card which is uploaded in the ADSP's profile on the website. Kindly check and upload the ID card with the correct name as per the records. Note: CMA was done for the case/Name in .  ADSP#  - BISWAS, DEVASHREE & DEBNATH, RUPESH",Business : Information Change : ID Cards Issue.,Updated Digi Card has been uploaded. Kindly ask user to verify.,"Hi Team, ADSP complained that the incorrect name is reflected in the Digital ID card which is uploaded in the ADSP's profile on the website. Kindly check and upload the ID card with the correct name as per the records. Note: CMA was done for the case/Name in .  ADSP#  - BISWAS, DEVASHREE & DEBNATH, RUPESH-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1642962,ADSP Wants her Amway Distributor ID card please do the needful.,Business : Information Change : ID Cards Issue.,Please find attached digital card for the user.,ADSP Wants her Amway Distributor ID card please do the needful.-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
INC1655283,Kindly share the ID card in the name of co-app ADSP,Business : Information Change : ID Cards Issue.,PFA digital card for the user.,Kindly share the ID card in the name of co-app ADSP-Business : Information Change : ID Cards Issue.,35,Core Application Functionality Issues
INC1653526,OLD Expiry is mentioned in card. kindly provide correct expiry in ID card for fssai registration.,Business : Information Change : ID Cards Issue.,Updated Digi Card has been uploaded. Kindly ask user to verify.,OLD Expiry is mentioned in card. kindly provide correct expiry in ID card for fssai registration.-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
INC1663696,Only co app Amway ID is available in WEBSITE.. ADSP is req for ID in main app to be uploaded on priority. As she has to upload in FSSAI site.,Business : Information Change : ID Cards Issue.,Please find the attached digital id card.,Only co app Amway ID is available in WEBSITE.. ADSP is req for ID in main app to be uploaded on priority. As she has to upload in FSSAI site.-Business : Information Change : ID Cards Issue.,35,Core Application Functionality Issues
INC1647618,Request you to delete all data from the Site As the Same person having another PC  using same number. Now PC wants to convert herself into ADSP but while trying to recover password using forgot password option the following message is coming.,Business : Information Change : Mobile Number/Email ID.,Please ask user to now try again as SRE deletion has been done .,Request you to delete all data from the Site As the Same person having another PC  using same number. Now PC wants to convert herself into ADSP but while trying to recover password using forgot password option the following message is coming.-Business : Information Change : Mobile Number/Email ID.,35,Product & Service Specific Defects
INC1653528,Please correct the wrong expiry provided in ID card,Business : Information Change : ID Cards Issue.,Updated Digi Card has been uploaded. Kindly ask user to verify.,Please correct the wrong expiry provided in ID card-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1653627,Wrong expiry is showing in ID card provided. kindly provide card with correct expiry.,Business : Information Change : ID Cards Issue.,Please ask user to check as digital card has been updated .,Wrong expiry is showing in ID card provided. kindly provide card with correct expiry.-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1685314,"Hi Team, The existing mobile number is not in use. ADS want to change the new mobile number. Find the details as below. Kindly change the new mobile number in the system and confirm.",Business : Information Change : Mobile Number/Email ID.,Mobile number has been updated as per request .,"Hi Team, The existing mobile number is not in use. ADS want to change the new mobile number. Find the details as below. Kindly change the new mobile number in the system and confirm.-Business : Information Change : Mobile Number/Email ID.",35,Information & Documentation Gaps
INC1643701,"Dear Team,  Please assist in sharing the digital ID card of the below ADSP.",Business : Information Change : ID Cards Issue.,Please find the attached Digital ID card for the ADSP below:,"Dear Team,  Please assist in sharing the digital ID card of the below ADSP.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1648641,"ID reassigned - Coz system showing    - actual should be .. Team, Adsp downloaded the E-CARD from document section through website. After download validity field shows ... Which is already expired.  Please check the issue as ADSP need this id card to produce in FSSAI registration.",Business : Information Change : ID Cards Issue.,"Hi

Please be informed that updated card has been uploaded, please ask user to verify

Regards","ID reassigned - Coz system showing    - actual should be .. Team, Adsp downloaded the E-CARD from document section through website. After download validity field shows ... Which is already expired.  Please check the issue as ADSP need this id card to produce in FSSAI registration.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1641911,"Hi Team, ADSP is requesting to provide the Digital ID Card. Kindly check and support. ADSP",Business : Information Change : ID Cards Issue.,"Please find attached digital card, same has been uploaded on website.","Hi Team, ADSP is requesting to provide the Digital ID Card. Kindly check and support. ADSP-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1669003,"Hi Team, Please assist to update the mobile number, ADSP is unable to update the same shows registered but not reflecting as primary number",Business : Information Change : Mobile Number/Email ID.,  Phone number has been  updated  and marked as primary.,"Hi Team, Please assist to update the mobile number, ADSP is unable to update the same shows registered but not reflecting as primary number-Business : Information Change : Mobile Number/Email ID.",35,Product & Service Specific Defects
INC1647755,"Dear Team, Email  does not belong to the PC# , and she want to delete the same from Amway Database. Kindly do the needful as we are unable to contact to PC to change the same.",Business : Information Change : Mobile Number/Email ID.,The email id has been removed as per request,"Dear Team, Email  does not belong to the PC# , and she want to delete the same from Amway Database. Kindly do the needful as we are unable to contact to PC to change the same.-Business : Information Change : Mobile Number/Email ID.",35,Platform & Infrastructure Failures
INC1642098,"Dear Team, ADSP want to upload the Amway ID card in FSSAI registration purpose, But the ID card is not available in Website , kindly support and upload the same.",Business : Information Change : ID Cards Issue.,Please find attached digital card same has been uploaded on website.,"Dear Team, ADSP want to upload the Amway ID card in FSSAI registration purpose, But the ID card is not available in Website , kindly support and upload the same.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1665016,card expiry showing ... need updated expiry.,Business : Information Change : ID Cards Issue.,"this date was calculated on business norms, the ASC of this year is not met yet.
system will wait till the ASC job runs and then the next date will be picked and digital card will be prepared accordingly.
Please wait till 5 November or Please connect to New entry model team",card expiry showing ... need updated expiry.-Business : Information Change : ID Cards Issue.,35,Network Connectivity & Performance Issues
INC1645508,"Dear Team,  Kindly provide the digital ID card for the",Business : Information Change : ID Cards Issue.,"Digital card has been uploaded, kindly verify.","Dear Team,  Kindly provide the digital ID card for the-Business : Information Change : ID Cards Issue.",35,Information & Documentation Gaps
INC1653660,wrong expiry showing in ID card. kindly update id card with correct expiry,Business : Information Change : ID Cards Issue.,Please ask user to check now as digital card has been updated .,wrong expiry showing in ID card. kindly update id card with correct expiry-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1661290,ADSP wants to update Amway ID card in FSSAI portal but he has done name correction recently.. Now requesting us for new ID card as in website it shows old name - Gunasekar Name to be corrected as JOHNSON,Business : Information Change : ID Cards Issue.,Please find the attached digital ID card for the user.,ADSP wants to update Amway ID card in FSSAI portal but he has done name correction recently.. Now requesting us for new ID card as in website it shows old name - Gunasekar Name to be corrected as JOHNSON-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
